idx,id,yr,binned_senti_score_assets,binned_senti_score_economy,binned_senti_score_expenses,binned_senti_score_govt.policy,binned_senti_score_industry,binned_senti_score_innovation,binned_senti_score_liquidity,binned_senti_score_margins,binned_senti_score_merges_acquisitions,binned_indicators_ratio,binned_senti_score_pricing,binned_senti_score_product.portfolio,binned_senti_score_ratio,binned_senti_score_recent.trends,binned_senti_score_recognition_awards,binned_senti_score_revenue,binned_senti_score_stocks,binned_y_target1,binned_y_target6,binned_y_target12
378,517334,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(15,20]","(5,10]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
379,517334,2011,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
380,517334,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
381,517334,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
382,517334,2014,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
383,517334,2015,"(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(15,20]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
384,532529,2010,"(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
385,532529,2011,"(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
386,532529,2012,"(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(15,20]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(10,15]","(5,10]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
387,532529,2013,"(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
388,532529,2015,"(0,5]","(0,5]","(0,5]","(5,10]","(10,15]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
389,500790,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
390,500790,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
391,500790,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
392,500790,2013,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
393,500790,2014,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(10,15]","(5,10]","(0,5]","(0,5]","(5,10]","(5,10]","(10,15]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
394,500790,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
395,511658,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
396,511658,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
397,511658,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
398,511658,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
399,511658,2015,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
400,532466,2010,"(5,10]","(0,5]","(0,5]",NA,"(5,10]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(5,10]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
401,532466,2011,"(10,15]","(5,10]","(5,10]",NA,"(10,15]","(10,15]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(15,20]","(15,20]","(0,5]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
402,532466,2012,"(5,10]","(5,10]","(0,5]","(5,10]","(5,10]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
403,532466,2013,"(5,10]","(5,10]","(0,5]","(5,10]","(5,10]","(5,10]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(10,15]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
404,532466,2014,"(5,10]","(0,5]","(0,5]","(10,15]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(0,5]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
405,532466,2015,"(0,5]","(10,15]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(15,20]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
406,500314,2012,"(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
407,500314,2015,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
408,500459,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
409,500459,2011,"(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
410,500459,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
411,500459,2013,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
412,500459,2014,"(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
413,500459,2015,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
414,500331,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
415,500331,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
416,500331,2012,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
417,500331,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
418,500331,2014,"(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
419,500331,2015,"(0,5]","(0,5]","(0,5]","(10,15]","(10,15]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
420,532254,2010,"(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
421,532254,2011,"(0,5]","(0,5]","(0,5]","(15,20]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
422,532254,2012,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
423,532254,2013,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
424,532254,2014,"(5,10]","(5,10]","(0,5]","(10,15]","(0,5]","(10,15]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(5,10]","(10,15]","(5,10]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
425,532254,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
426,534675,2013,"(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
427,534675,2014,"(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
428,534675,2015,"(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(15,20]","(0,5]","(0,5]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
429,532712,2010,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(10,15]","(5,10]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
430,532712,2011,"(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(10,15]","(10,15]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
431,532712,2012,"(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0,5]","(5,10]","(5,10]","(10,15]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
432,532712,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(10,15]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
433,532712,2014,"(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(15,20]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]",NA,"(5,10]","(10,15]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
434,532712,2015,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(15,20]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
435,532670,2012,"(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
436,532670,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
437,532670,2014,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
438,532670,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
439,532670,2010,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
440,500366,2014,"(5,10]","(10,15]","(5,10]",NA,"(5,10]",NA,"(5,10]","(10,15]","(10,15]","(0,5]","(5,10]",NA,"(5,10]",NA,NA,"(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
441,500366,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
442,500366,2010,"(15,20]","(10,15]","(0,5]","(15,20]","(5,10]","(10,15]","(0,5]","(0,5]",NA,"(0,5]","(10,15]","(10,15]","(10,15]","(15,20]","(15,20]","(5,10]",NA,"(20.8,26]","(20.8,26]","(20.8,26]"
443,500366,2011,"(5,10]","(5,10]","(5,10]",NA,"(5,10]","(5,10]","(0,5]","(0,5]","(15,20]","(0,5]","(5,10]","(5,10]","(10,15]","(10,15]",NA,"(5,10]",NA,"(20.8,26]","(20.8,26]","(20.8,26]"
444,500366,2012,"(10,15]","(0,5]","(5,10]","(5,10]","(0,5]",NA,"(5,10]","(5,10]",NA,"(0,5]","(0,5]",NA,"(15,20]",NA,NA,"(10,15]",NA,"(20.8,26]","(20.8,26]","(20.8,26]"
445,500366,2013,"(5,10]","(5,10]","(10,15]","(10,15]","(0,5]",NA,"(5,10]","(10,15]","(10,15]","(0,5]",NA,"(15,20]","(10,15]",NA,NA,NA,"(10,15]","(10.5,15.6]","(10.5,15.6]","(10.5,15.6]"
446,533168,2011,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
447,533168,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
448,533168,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
449,523598,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
450,523598,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
451,523598,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
452,523598,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
453,523598,2014,"(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
454,538685,2015,"(5,10]","(0,5]","(0,5]","(10,15]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
455,532638,2010,"(0,5]","(0,5]","(0,5]","(10,15]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
456,532638,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
457,532638,2012,"(5,10]","(0,5]","(0,5]","(10,15]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
458,532638,2013,"(5,10]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
459,532638,2015,"(5,10]","(0,5]","(0,5]","(15,20]","(5,10]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
460,500387,2010,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
461,500387,2011,"(0,5]","(5,10]","(0,5]",NA,NA,"(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
462,500387,2012,"(5,10]","(5,10]","(0,5]",NA,"(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(5,10]","(5,10]","(5,10]","(10,15]","(10,15]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
463,500387,2013,"(5,10]","(15,20]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
464,500387,2014,"(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(10,15]","(0,5]","(15,20]","(0,5]","(10,15]","(5,10]","(5,10]","(0,5]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
465,500387,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(15,20]","(0,5]","(0,5]","(10,15]","(5,10]","(0,5]","(5,10]","(5,10]","(5.28,10.5]","(5.28,10.5]","(5.28,10.5]"
466,520151,2010,"(5,10]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
467,520151,2011,"(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
468,520151,2012,"(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(5,10]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
469,520151,2013,"(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
470,520151,2014,"(0,5]","(5,10]","(0,5]","(0,5]","(5,10]","(10,15]","(0,5]","(0,5]","(5,10]","(0,5]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
471,520151,2015,"(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(10,15]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
472,500550,2010,"(0,5]","(5,10]","(0,5]","(10,15]","(0,5]","(10,15]","(5,10]","(0,5]","(0,5]","(0,5]","(0,5]","(5,10]","(10,15]","(5,10]","(5,10]","(5,10]","(0,5]","(0.0741,5.28]","(0.0741,5.28]","(0.0741,5.28]"
